435857801,6938,-139.1375,50.5139,-170.3486,false
435857905,7033,-139.3114,50.3401,-170.3486,false
435858013,7133,-137.9088,51.7427,-170.3486,false
435858118,7251,-133.5185,56.1329,-170.3486,false
435858221,7358,-129.0116,60.6398,-170.3486,false
435858324,7444,-125.1254,64.5260,-170.3486,false
435858427,7552,-121.2836,68.3678,-170.3486,false
435858531,7661,-115.8616,73.7898,-170.3486,false
435858634,7754,-105.6433,84.0081,-170.3486,false
435858739,7872,-94.8799,94.7716,-170.3486,false
435858843,7959,-84.0258,105.6256,-170.3486,false
435858946,8081,-69.4508,120.2006,-170.3486,false
435859049,8184,-49.2975,140.3539,-170.3486,false
435859152,8280,-100.0000,163.4390,263.4390,true
435859255,8386,-100.0000,-173.8584,-73.8584,true
435859357,8494,-100.0000,-154.0662,-54.0662,true
435859460,8597,-100.0000,-138.6615,-38.6615,true
435859567,8686,-100.0000,-122.0993,-22.0993,true
435859674,8809,-100.0000,-109.2798,-9.2798,true
435859777,8910,-100.0000,-97.1968,2.8032,true
435859881,9015,-100.0000,-84.3129,15.6871,true
435859983,9114,-100.0000,-72.9795,27.0205,true
435860086,9217,-100.0000,-60.7736,39.2264,true
435860189,9321,-100.0000,-49.2187,50.7813,true
435860292,9423,-100.0000,-40.4107,59.5893,true
435860395,9507,85.6106,-32.4094,-118.0200,false
435860497,9627,93.5912,-24.4288,-118.0200,false
435860600,9738,101.0792,-16.9408,-118.0200,false
435860702,9829,105.3091,-12.7109,-118.0200,false
435860805,9938,106.3372,-11.6828,-118.0200,false
435860907,10037,105.9293,-12.0907,-118.0200,false
435861010,10145,104.9532,-13.0668,-118.0200,false
435861114,10249,102.9734,-15.0465,-118.0200,false
435861217,10348,97.7341,-20.2859,-118.0200,false
435861321,10459,88.6683,-29.3517,-118.0200,false
435861423,10555,80.0000,-45.7285,-125.7285,true
435861526,10657,80.0000,-68.4055,-148.4055,true
435861629,10759,80.0000,-93.6770,-173.6770,true
435861732,10863,83.1032,-115.7428,-198.8460,true
435861834,10968,80.0000,-133.1452,-213.1452,true
435861936,11071,80.0000,-143.6518,-223.6518,true
435862039,11173,80.0000,-154.3689,-234.3689,true
435862141,11279,80.0000,-164.3383,-244.3383,true
435862244,11382,80.0000,-174.9397,-254.9397,true
435862351,11487,80.0000,171.6172,91.6172,true
