493611375,6939,61.6628,148.1788,86.5161,false
493611478,7043,47.3420,133.8580,86.5161,false
493611583,7159,34.4641,120.9802,86.5161,false
493611695,7271,21.0507,107.5667,86.5161,false
493611799,7382,12.2713,98.7874,86.5161,false
493611902,7484,8.1160,94.6320,86.5161,false
493612006,7591,9.0897,95.6058,86.5161,false
493612109,7695,14.5364,101.0524,86.5161,false
493612212,7800,26.4672,112.9833,86.5161,false
493612314,7896,41.6131,128.1291,86.5161,false
493612436,8002,58.9250,145.4411,86.5161,false
493612539,8113,68.5867,155.1028,86.5161,false
493612642,8227,75.6662,162.1822,86.5161,false
493612744,8253,81.6850,168.2010,86.5161,false
493612847,8363,85.9569,172.4730,86.5161,false
493612949,8467,87.3493,173.8653,86.5161,false
493613052,8604,85.3443,171.8604,86.5161,false
493613156,8704,83.0249,169.5409,86.5161,false
493613259,8762,81.5285,168.0446,86.5161,false
493613363,8920,80.4280,166.9440,86.5161,false
493613465,9037,79.4660,165.9821,86.5161,false
493613568,9136,77.4912,164.0072,86.5161,false
493613671,9235,74.3750,160.8911,86.5161,false
493613775,9354,69.5997,156.1158,86.5161,false
493613882,9467,64.7739,151.2900,86.5161,false
493613992,9521,61.2860,147.8021,86.5161,false
493614094,9672,57.3553,143.8714,86.5161,false
493614199,9784,51.5655,138.0816,86.5161,false
493614302,9884,40.9754,127.4915,86.5161,false
493614404,9978,24.4418,110.9579,86.5161,false
493614508,10095,10.7330,97.2491,86.5161,false
493614610,10200,-1.4820,85.0341,86.5161,false
493614712,10270,-12.9449,73.5711,86.5161,false
493614820,10350,80.0000,62.7688,-17.2312,true
493614924,10432,80.0000,54.2232,-25.7768,true
493615026,10613,80.0000,45.7606,-34.2394,true
493615128,10716,80.0000,38.1768,-41.8232,true
493615233,10817,80.0000,31.2488,-48.7512,true
493615340,10919,80.0000,23.0576,-56.9424,true
493615442,11001,80.0000,17.0347,-62.9653,true
493615544,11117,80.0000,12.2912,-67.7088,true
493615646,11221,80.0000,7.8674,-72.1326,true
493615749,11335,80.0000,4.3226,-75.6774,true
493615852,11438,80.0000,1.8702,-78.1298,true
493615954,11544,80.0000,-0.2016,-80.2016,true
493616057,11638,80.0000,-1.1708,-81.1708,true
493616159,11746,80.0000,-1.8064,-81.8064,true
493616261,11819,80.0000,-1.8436,-81.8436,true
493616363,11940,80.0000,-2.0332,-82.0332,true
493616467,12010,80.0000,-2.1723,-82.1723,true
493616570,12148,80.0000,-2.3697,-82.3697,true
493616675,12238,80.0000,-2.5782,-82.5782,true
493616777,12362,80.0000,-3.0123,-83.0123,true
493616881,12436,80.0000,-3.0893,-83.0893,true
493616984,12561,80.0000,-3.4422,-83.4422,true
493617086,12613,80.0000,-3.8194,-83.8194,true
493617194,12751,80.0508,-4.3040,-84.3548,true
493617296,12825,80.0000,-4.4407,-84.4407,true
493617399,12960,80.0000,-4.4612,-84.4612,true
493617501,13074,80.0000,-4.3674,-84.3674,true
493617603,13193,80.0000,-4.2417,-84.2417,true
493617706,13288,80.0000,-4.1544,-84.1544,true
493617817,13383,80.0000,-4.0155,-84.0155,true
493617920,13383,80.0000,-3.6507,-83.6507,true
493618022,13556,80.0000,-3.3966,-83.3966,true
493618127,13703,80.0000,-3.1558,-83.1558,true
493618229,13816,80.0000,-2.8642,-82.8642,true
493618332,13905,80.0000,-2.6922,-82.6922,true
493618435,14017,80.0000,-2.5447,-82.5447,true
493618559,14127,79.9483,-2.2833,-82.2315,true
493618661,14209,80.0000,-1.8671,-81.8671,true
493618771,14320,80.0538,-1.5525,-81.6063,true
493618874,14455,80.0000,-2.5320,-82.5320,true
493618977,14553,78.9111,-5.1004,-84.0116,true
493619079,14668,75.7706,-8.2409,-84.0116,true
493619182,14750,73.7712,-10.2403,-84.0116,true
493619284,14868,71.0470,-12.9646,-84.0116,true
493619386,14959,66.6776,-17.3340,-84.0116,true
493619491,15009,61.6203,-22.3912,-84.0116,true
493619593,15180,54.8491,-29.1625,-84.0116,true
493619695,15269,47.1991,-36.8125,-84.0116,true
493619799,15373,40.0262,-43.9854,-84.0116,true
493619901,15484,31.3544,-52.6571,-84.0116,true
493620003,15585,23.7180,-60.2936,-84.0116,true
493620105,15681,12.0554,-71.9562,-84.0116,true
493620207,15782,4.1657,-79.8459,-84.0116,true
493620310,15889,-1.5318,-85.5434,-84.0116,true
493620412,15980,-4.2918,-88.3034,-84.0116,true
493620514,16085,-1.4007,-85.4123,-84.0116,true
493620617,16202,6.8996,-77.1120,-84.0116,true
493620719,16300,23.8202,-60.1913,-84.0116,true
493620820,16399,42.8400,-41.1715,-84.0116,true
493620923,16503,64.6037,-19.4079,-84.0116,true
493621025,16606,83.7390,-0.2725,-84.0116,true
493621127,16708,98.2200,14.2084,-84.0116,true
493621246,16817,107.2294,23.2178,-84.0116,true
493621348,16925,111.6453,27.6337,-84.0116,true
493621450,17018,111.3581,27.3466,-84.0116,true
493621552,17087,102.9337,18.9221,-84.0116,true
493621655,17216,86.6433,2.6317,-84.0116,true
493621758,17347,66.2132,-17.7983,-84.0116,true
493621860,17439,46.7845,-37.2271,-84.0116,true
493621962,17549,30.1201,-53.8915,-84.0116,true
493622064,17646,19.7138,-64.2978,-84.0116,true
493622172,17685,17.6642,-66.3474,-84.0116,true
493622275,17866,20.0555,-63.9561,-84.0116,true
493622377,17956,23.8436,-60.1679,-84.0116,true
493622487,18069,28.5722,-55.4394,-84.0116,true
493622591,18153,33.3420,-50.6695,-84.0116,true
493622693,18260,34.2630,-49.7485,-84.0116,true
