493281643,0,0,1,0
493281746,0,0,1,0,0,1,1
493281848,0,0,1,0,0,1,1
493281949,0,0,1,0,0,1,1
493282052,0,0,1,0,0,1,1
493282154,0,0,1,0,0,1,1
493282255,0,0,1,0,0,1,1
493282357,0,0,1,0,0,1,1
493282459,0,0,1,0,0,1,1
493282565,0,0,1,0,0,1,1
493282667,0,0,1,0,0,1,1
493282770,0,0,1,0,0,1,1
493282871,0,0,1,0,0,1,1
493282977,41,0,1,0,0,1,1
493283080,149,0,1,0,0,1,1
493283182,246,0,1,0,0,1,1
493283285,350,0,1,0,0,1,1
493283386,448,0,1,0,0,1,1
493283488,558,0,1,0,0,1,1
493283589,657,0,1,0,0,1,1
493283691,760,0,1,0,0,1,1
493283793,852,0,1,0,0,1,1
493283895,963,0,1,0,0,1,1
493283998,1050,0,1,0,0,1,1
493284100,1140,0,1,0,0,1,1
493284203,1269,0,1,0,0,1,1
493284307,1359,0,1,0,0,1,1
493284408,1475,0,1,0,0,1,1
493284510,1578,0,1,0,0,1,1
493284611,1666,0,1,0,0,1,1
493284714,1759,0,1,0,0,1,1
493284815,1875,0,1,0,0,1,1
493284917,1980,0,1,0,0,1,1
493285019,2075,0,1,0,0,1,1
493285121,2179,0,1,0,0,1,1
493285223,2288,0,1,0,0,1,1
493285327,2394,0,1,0,0,1,1
493285432,2499,0,1,0,0,1,1
493285536,2592,0,1,0,0,1,1
493285638,2699,0,1,0,0,1,1
493285740,2803,0,1,0,0,1,1
493285841,2902,0,1,0,0,1,1
493285943,3008,0,1,0,0,1,1
493286044,3107,0,1,0,0,1,1
493286147,3215,0,1,0,0,1,1
493286248,3309,0,1,0,0,1,1
493286350,3410,0,1,0,0,1,1
493286451,3512,0,1,0,0,1,1
493286553,3621,0,1,0,0,1,1
493286654,3718,0,1,1,0,1,1,0,1,0
493286757,3817,0,1,1,0,1,1,0,1,0
493286859,3920,0,1,1,0,1,1,0,1,0
493286961,4019,0,1,1,0,1,1,0,1,0
493287062,4126,0,0,1,0,1,1,0,1,0
493287163,4233,0,0,1,0,1,1,0,1,0
493287265,4328,0,1,1,0,1,1,0,1,0
493287370,4425,0,1,1,0,1,1,0,1,0
493287471,4541,0,1,0,0,1,1,0,0,0
493287572,4641,0,1,0,0,1,1,0,0,0
493287674,4733,0,1,0,0,1,1,1,0,1
493287775,4842,0,1,0,0,1,1,1,0,1
493287877,4946,0,1,0,1,1,1,1,0,1
493287978,5047,0,1,0,1,1,1,1,0,1
493288079,5142,0,0,0,1,1,1,1,0,1
493288181,5245,0,0,0,1,1,1,1,0,1
493288283,5349,0,0,0,1,0,1,1,0,1
493288386,5451,0,0,0,1,0,1,1,0,1
493288487,5545,0,0,0,1,0,0,1,0,1
493288589,5658,0,0,0,1,0,0,1,0,1
493288690,5748,0,0,0,1,0,0,1,0,1
493288791,5852,0,0,0,1,0,1,1,0,1
493288893,5954,0,0,0,1,1,1,1,0,1
493288995,6056,0,1,0,1,1,1,1,0,1
493289097,6165,0,1,0,0,1,1,1,0,1
493289198,6261,0,1,0,0,1,1,1,0,1
493289300,6357,0,1,0,0,1,1,0,0,0
493289402,6462,0,1,1,0,1,1,0,1,0
493289503,6566,0,1,1,0,1,1,0,1,0
493289604,6667,0,1,1,0,1,1,0,1,0
493289706,6773,0,1,1,0,1,1,0,1,0
493289807,6874,0,0,1,0,1,1,0,1,0
493289909,6976,0,1,1,0,1,1,1,1,1
493290010,7068,0,1,1,0,1,1,1,1,1
493290111,7172,0,0,1,0,1,1,1,1,1
493290212,7276,0,0,1,0,1,1,1,1,1
493290313,7373,0,0,1,0,1,1,1,1,1
493290415,7483,0,0,1,0,1,1,1,1,1
493290516,7580,0,1,1,0,1,1,1,1,0
493290620,7684,0,1,1,0,1,1,1,1,0
493290721,7787,0,1,1,0,1,1,1,1,0
493290822,7885,0,1,1,0,1,1,1,1,0
493290924,7977,0,1,1,0,1,1,1,1,1
493291026,8089,0,1,1,0,1,1,0,1,1
493291128,8193,0,1,1,0,1,1,0,0,1
493291229,8297,0,1,1,0,1,1,0,0,1
493291331,8393,0,1,1,0,1,1,0,0,1
493291433,8495,0,1,1,0,1,1,0,0,1
493291534,8602,0,1,1,0,1,1,0,0,1
493291636,8693,0,1,1,0,1,1,0,0,1
493291737,8806,0,1,1,0,1,1,0,0,1
493291838,8899,0,1,1,0,1,1,0,0,1
493291939,8995,0,1,1,0,1,1,0,0,1
493292041,9110,0,1,1,0,1,1,0,0,1
493292142,9204,0,1,1,0,1,1,0,0,1
493292243,9308,0,1,1,0,1,1,0,0,1
493292344,9399,0,1,1,0,1,1,0,0,1
493292445,9490,0,1,1,0,1,1,1,0,1
493292546,9611,0,1,0,1,1,1,1,0,1
493292647,9713,0,1,0,1,1,1,1,0,1
493292748,9814,0,1,0,1,1,1,1,0,1
493292853,9911,0,1,0,1,1,1,1,0,1
493292954,10019,0,1,0,1,1,1,1,0,1
493293055,10117,0,1,0,1,1,1,1,0,1
493293157,10214,0,1,0,1,1,1,1,0,1
493293260,10327,0,1,0,1,1,1,1,0,1
493293361,10429,0,1,0,1,1,1,1,0,1
493293463,10529,0,0,0,1,1,1,1,0,1
493293564,10627,0,0,0,1,1,1,1,0,1
493293665,10729,0,0,0,1,1,1,1,0,1
493293767,10833,0,0,0,1,1,1,1,0,1
493293870,10932,0,1,0,1,1,1,1,0,1
493293972,11017,0,1,0,1,1,1,1,0,1
493294073,11143,0,1,0,1,1,1,1,0,1
493294175,11239,0,1,0,1,1,1,1,0,1
493294276,11342,0,1,0,1,1,1,1,0,1
493294377,11438,0,1,0,1,1,1,1,0,1
493294478,11543,0,1,0,1,1,1,1,0,1
493294579,11643,0,1,0,0,1,1,1,0,1
493294681,11745,0,1,0,0,1,1,1,0,1
493294782,11848,0,1,0,0,1,1,1,0,1
493294883,11945,0,1,0,0,1,1,1,0,1
493294984,12054,0,1,0,1,1,1,1,0,1
493295086,12152,0,1,0,1,1,1,1,0,1
