"sep=	"
Shimmer_5DF7_Timestamp_Unix_CAL	Shimmer_5DF7_GSR_Range_CAL	Shimmer_5DF7_GSR_Skin_Conductance_CAL	Shimmer_5DF7_GSR_Skin_Resistance_CAL	Shimmer_5DF7_PPG_A13_CAL	Shimmer_5DF7_Pressure_BMP280_CAL	Shimmer_5DF7_Temperature_BMP280_CAL	
ms	no_units	uS	kOhms	mV	kPa	Degrees Celsius	
1.581681016815033E12	3.0	0.4504384504384505	2220.0591424346967	1005.1282051282051	99.74231607486482	25.88470908967429	
1.5816810168345642E12	3.0	0.4504384504384505	2220.0591424346967	1024.9084249084249	99.73692565221864	25.88470908967429	
1.5816810168540955E12	0.0	2.2415395549723884	446.1219512195127	1034.4322344322343	99.74231607486482	25.88470908967429	
1.5816810168736267E12	0.0	2.2415395549723884	446.1219512195127	1016.117216117216	99.72614483694761	25.88470908967429	
1.581681016893158E12	0.0	2.2415395549723884	446.1219512195127	1032.2344322344322	99.73692565221864	25.88470908967429	
1.5816810169126892E12	0.0	2.2415395549723884	446.1219512195127	1128.2051282051282	99.73423044464823	25.88470908967429	
1.5816810169322205E12	0.0	2.2415395549723884	446.1219512195127	1183.150183150183	99.73153523957957	25.88470908967429	
1.5816810169517517E12	1.0	2.371380071728504	421.69537136706134	1213.9194139194137	99.73423044464823	25.88470908967429	
1.581681016971283E12	1.0	2.371380071728504	421.69537136706134	1180.952380952381	99.73962086229085	25.88470908967429	
1.5816810169908142E12	1.0	2.371380071728504	421.69537136706134	1313.5531135531135	99.73153523957957	25.88470908967429	
1.5816810170103455E12	1.0	2.371380071728504	421.69537136706134	1458.6080586080584	99.73153523957957	25.88470908967429	
1.5816810170298767E12	1.0	2.371380071728504	421.69537136706134	1424.1758241758241	99.73153523957957	25.88470908967429	
1.581681017049408E12	2.0	2.383150183150183	419.61266523209343	1357.5091575091574	99.72614483694761	25.88470908967429	
1.5816810170689392E12	2.0	2.383150183150183	419.61266523209343	1345.054945054945	99.73692565221864	25.88470908967429	
1.5816810170884705E12	2.0	2.384615384615384	419.35483870967744	1367.032967032967	99.7288400370127	25.88470908967429	
1.5816810171080017E12	2.0	2.384615384615384	419.35483870967744	1386.080586080586	99.72614483694761	25.88470908967429	
1.581681017127533E12	2.0	2.384615384615384	419.35483870967744	1395.6043956043954	99.73153523957957	25.88470908967429	
1.5816810171470642E12	2.0	2.386080586080586	419.09732883021184	1400.0	99.72614483694761	25.88470908967429	
1.5816810171665955E12	2.0	2.386080586080586	419.09732883021184	1404.3956043956043	99.72614483694761	25.88470908967429	
1.5816810171861267E12	2.0	2.386080586080586	419.09732883021184	1406.5934065934066	99.72614483694761	25.88470908967429	
1.581681017205658E12	2.0	2.386080586080586	419.09732883021184	1408.058608058608	99.73153523957957	25.88470908967429	
1.5816810172251892E12	2.0	2.386080586080586	419.09732883021184	1408.7912087912086	99.7288400370127	25.88470908967429	
1.5816810172447205E12	2.0	2.3875457875457875	418.8401350107395	1380.952380952381	99.7288400370127	25.88470908967429	
1.5816810172642517E12	2.0	2.3875457875457875	418.8401350107395	1362.6373626373625	99.73153523957957	25.88470908967429	
1.581681017283783E12	2.0	2.3875457875457875	418.8401350107395	1383.150183150183	99.72614483694761	25.88470908967429	
1.5816810173033142E12	2.0	2.3875457875457875	418.8401350107395	1395.6043956043954	99.72614483694761	25.88470908967429	
1.5816810173228455E12	2.0	2.389010989010989	418.5832566697332	1400.7326007326005	99.7288400370127	25.88470908967429	
1.5816810173423767E12	2.0	2.389010989010989	418.5832566697332	1360.4395604395604	99.73153523957957	25.88470908967429	
1.581681017361908E12	2.0	2.389010989010989	418.5832566697332	1383.8827838827838	99.72614483694761	25.88470908967429	
1.5816810173814392E12	2.0	2.3904761904761904	418.32669322709165	1400.0	99.73153523957957	25.88470908967429	
1.5816810174009705E12	2.0	2.3904761904761904	418.32669322709165	1407.3260073260071	99.72614483694761	25.88470908967429	
1.5816810174205017E12	2.0	2.391941391941392	418.07044410413476	1410.2564102564102	99.72344963938428	25.88470908967429	
1.581681017440033E12	2.0	2.391941391941392	418.07044410413476	1413.9194139194137	99.7288400370127	25.88470908967429	
1.5816810174595642E12	2.0	2.3934065934065933	417.81450872359966	1414.6520146520145	99.7288400370127	25.88470908967429	
1.5816810174790955E12	2.0	2.3934065934065933	417.81450872359966	1412.4542124542124	99.72614483694761	25.88470908967429	
1.5816810174986267E12	2.0	2.3934065934065933	417.81450872359966	1411.7216117216117	99.72614483694761	25.88470908967429	
1.581681017518158E12	2.0	2.3934065934065933	417.81450872359966	1412.4542124542124	99.72614483694761	25.88470908967429	
1.5816810175376892E12	2.0	2.3978021978021977	417.0485792850596	1413.9194139194137	99.72344963938428	25.88470908967429	
1.5816810175572205E12	2.0	2.3934065934065933	417.81450872359966	1421.245421245421	99.72075444432275	25.88470908967429	
1.5816810175767517E12	2.0	2.3948717948717944	417.558886509636	1417.5824175824175	99.72614483694761	25.88470908967429	
1.581681017596283E12	2.0	2.3948717948717944	417.558886509636	1418.3150183150183	99.7288400370127	25.88470908967429	
1.5816810176158142E12	2.0	2.3963369963369963	417.3035768878019	1419.047619047619	99.72344963938428	25.88470908967429	
1.5816810176353455E12	2.0	2.3948717948717944	417.558886509636	1419.7802197802198	99.72075444432275	25.88470908967429	
1.5816810176548767E12	2.0	2.3963369963369963	417.3035768878019	1419.7802197802198	99.72344963938428	25.88470908967429	
1.581681017674408E12	2.0	2.3978021978021977	417.0485792850596	1419.7802197802198	99.72614483694761	25.88470908967429	
1.5816810176939392E12	2.0	2.3978021978021977	417.0485792850596	1422.7106227106226	99.72344963938428	25.88470908967429	
1.5816810177134705E12	2.0	2.3978021978021977	417.0485792850596	1424.9084249084249	99.7288400370127	25.88470908967429	
1.5816810177330017E12	2.0	2.399267399267399	416.793893129771	1425.6410256410256	100.23855625959416	28.973678230517542	
1.581681017752533E12	2.0	2.399267399267399	416.793893129771	1424.1758241758241	100.23855625959416	28.973678230517542	
1.5816810177720642E12	2.0	2.4007326007326006	416.53951785169363	1423.4432234432234	100.23584749120307	28.973678230517542	
1.5816810177915955E12	2.0	2.4007326007326006	416.53951785169363	1426.3736263736262	100.23584749120307	28.973678230517542	
1.5816810178111267E12	2.0	2.4007326007326006	416.53951785169363	1427.106227106227	100.23042996199939	28.973678230517542	
1.581681017830658E12	2.0	2.4007326007326006	416.53951785169363	1431.5018315018315	100.23855625959416	28.973678230517542	
1.5816810178501892E12	2.0	2.4007326007326006	416.53951785169363	1432.9670329670328	100.23855625959416	28.973678230517542	
1.5816810178697205E12	2.0	2.402197802197802	416.28545288197625	1431.5018315018315	100.23313872533816	28.973678230517542	
1.5816810178892517E12	2.0	2.402197802197802	416.28545288197625	1430.7692307692307	100.24126503051134	28.973678230517542	
1.581681017908783E12	2.0	2.402197802197802	416.28545288197625	1430.03663003663	100.23042996199939	28.973678230517542	
1.5816810179283142E12	2.0	2.402197802197802	416.28545288197625	1429.3040293040292	100.23042996199939	28.973678230517542	
1.5816810179478455E12	2.0	2.4007326007326006	416.53951785169363	1429.3040293040292	100.22501244290027	28.973678230517542	
1.5816810179673767E12	2.0	2.402197802197802	416.28545288197625	1429.3040293040292	100.23584749120307	28.973678230517542	
1.581681017986908E12	2.0	2.402197802197802	416.28545288197625	1430.7692307692307	100.23313872533816	28.973678230517542	
1.5816810180064392E12	2.0	2.402197802197802	416.28545288197625	1430.03663003663	100.23855625959416	28.973678230517542	
1.5816810180259705E12	2.0	2.402197802197802	416.28545288197625	1430.03663003663	100.23042996199939	28.973678230517542	
1.5816810180455017E12	2.0	2.402197802197802	416.28545288197625	1430.03663003663	100.23042996199939	28.973678230517542	
1.581681018065033E12	2.0	2.402197802197802	416.28545288197625	1430.7692307692307	100.22501244290027	28.973678230517542	
1.5816810180845642E12	2.0	2.402197802197802	416.28545288197625	1432.2344322344322	100.23313872533816	28.973678230517542	
1.5816810181040955E12	2.0	2.402197802197802	416.28545288197625	1433.6996336996335	100.23313872533816	28.973678230517542	
1.5816810181236267E12	2.0	2.402197802197802	416.28545288197625	1432.2344322344322	100.23042996199939	28.973678230517542	
