434065230,0,1
434065334,0,1
434065436,0,1
434065538,0,1
434065645,0,1
434065747,0,1
434065859,0,1
434065960,0,1
434066062,0,1
434066163,0,1
434066272,0,1
434066375,90,1
434066476,195,1
434066578,296,1
434066680,397,1
434066781,500,1
434066884,599,1
434066986,703,1
434067088,805,1
434067189,906,1
434067292,1008,1
434067394,1109,1
434067496,1213,1
434067597,1318,1
434067699,1421,1
434067800,1522,1
434067902,1624,1
434068003,1716,1
434068105,1822,1
434068207,1926,1
434068308,2030,1
434068410,2132,1
434068511,2233,1
434068614,2335,1
434068715,2430,1
434068816,2532,1
434068918,2634,1
434069019,2737,1
434069120,2838,1
434069222,2942,1
434069324,3042,1
434069425,3144,1
434069527,3246,1
434069632,3348,1
434069734,3449,1
434069836,3557,1
434069937,3659,1
434070039,3759,1
434070140,3861,1
434070244,3965,1
434070345,4061,1
434070447,4166,1
434070549,4270,1
434070651,4363,1
434070752,4467,1
434070854,4570,1
434070955,4674,1
434071058,4779,1
434071159,4881,1
434071261,4981,1
434071362,5082,1
434071464,5186,1
434071567,5287,1
434071668,5389,1
434071770,5489,1
434071871,5593,1
434071972,5686,1
434072074,5786,1
434072177,5892,1
434072278,5994,1
434072379,6098,1
434072480,6200,1
434072582,6301,1
434072683,6404,1
434072786,6506,1
434072887,6608,1
434072989,6711,1
434073090,6804,1
434073192,6907,1
434073293,7007,1
434073395,7113,1
434073496,7218,1
434073597,7320,1
434073699,7414,1
434073800,7517,1
434073902,7618,1
434074004,7722,1
434074106,7823,1
434074207,7929,1
434074309,8024,1
434074411,8125,1
434074513,8227,1
434074614,8330,1
434074716,8431,1
434074818,8539,1
434074921,8640,1
434075023,8744,1
434075125,8846,1
434075227,8945,1
434075330,9043,1
434075431,9145,1
434075534,9248,1
434075635,9353,1
434075737,9453,1
434075838,9553,1
434075940,9658,1
434076042,9762,1
434076147,9863,1
434076250,9964,1
434076351,10064,1
434076453,10175,1
434076554,10276,1
434076656,10378,1
434076757,10478,1
434076859,10580,1
434076961,10681,1
434077062,10783,1
