"sep=	"
Shimmer_5DF7_Timestamp_Unix_CAL	Shimmer_5DF7_GSR_Range_CAL	Shimmer_5DF7_GSR_Skin_Conductance_CAL	Shimmer_5DF7_GSR_Skin_Resistance_CAL	Shimmer_5DF7_PPG_A13_CAL	Shimmer_5DF7_Pressure_BMP280_CAL	Shimmer_5DF7_Temperature_BMP280_CAL	
ms	no_units	uS	kOhms	mV	kPa	Degrees Celsius	
1.5815298772302246E12	3.0	0.8828948828948829	1132.6376665828514	953.8461538461538	99.58599788101023	25.88470908967429	
1.5815298772497559E12	3.0	0.8828948828948829	1132.6376665828514	958.9743589743589	99.58330281353926	25.88470908967429	
1.581529877269287E12	0.0	5.521841342736867	181.09900990099004	962.6373626373626	99.58599788101023	25.88470908967429	
1.5815298772888184E12	0.0	5.521841342736867	181.09900990099004	975.091575091575	99.57521762613705	25.88470908967429	
1.5815298773083496E12	0.0	5.521841342736867	181.09900990099004	1175.0915750915751	99.58060774857007	25.88470908967429	
1.5815298773278809E12	0.0	5.521841342736867	181.09900990099004	1279.120879120879	99.57521762613705	25.88470908967429	
1.581529877347412E12	0.0	5.521841342736867	181.09900990099004	1355.3113553113553	99.58060774857007	25.88470908967429	
1.5815298773669434E12	1.0	5.587675970951233	178.96528095020557	1400.0	99.58060774857007	25.88470908967429	
1.5815298773864746E12	1.0	5.551939349848757	180.11724137931034	1419.047619047619	99.57791268610268	25.88470908967429	
1.5815298774060059E12	1.0	5.403887633852789	185.0519603212093	1416.8498168498168	99.57791268610268	25.88470908967429	
1.581529877425537E12	1.0	5.317098696889637	188.0724915986558	1370.6959706959706	99.57791268610268	25.88470908967429	
1.5815298774450684E12	1.0	5.281362075787163	189.3450942484292	1324.5421245421244	99.57521762613705	25.88470908967429	
1.5815298774645996E12	1.0	5.2405202230986205	190.82075012177302	1294.5054945054944	99.57521762613705	25.88470908967429	
1.5815298774841309E12	1.0	5.194573138824009	192.5085995085995	1268.8644688644688	99.57521762613705	25.88470908967429	
1.581529877503662E12	1.0	5.174152212479739	193.26837691169214	1243.2234432234432	99.57791268610268	25.88470908967429	
1.5815298775231934E12	1.0	5.158836517721535	193.8421573478476	1226.3736263736264	99.57791268610268	25.88470908967429	
1.5815298775427246E12	1.0	5.153731286135468	194.03417533432392	1215.3846153846152	99.57791268610268	25.88470908967429	
1.5815298775622559E12	1.0	5.143520822963333	194.41935483870967	1207.3260073260074	99.57521762613705	25.88470908967429	
1.581529877581787E12	1.0	5.117994665032993	195.38902743142143	1202.197802197802	99.57521762613705	25.88470908967429	
1.5815298776013184E12	1.0	5.07715281234445	196.96078431372547	1194.8717948717947	99.57521762613705	25.88470908967429	
1.5815298776208496E12	1.0	5.046521422828044	198.1562974203338	1181.6849816849815	99.5725225686732	25.88470908967429	
1.5815298776403809E12	1.0	5.015890033311637	199.36641221374043	1170.6959706959706	99.5725225686732	25.88470908967429	
1.581529877659912E12	1.0	4.995469106967365	200.18140010219727	1157.5091575091574	99.57521762613705	25.88470908967429	
1.5815298776794434E12	1.0	4.959732485864889	201.62377766340714	1297.4358974358975	99.56443741129229	25.88470908967429	
1.5815298776989746E12	1.0	4.949522022692754	202.03971119133575	1353.113553113553	99.57521762613705	25.88470908967429	
1.5815298777185059E12	1.0	4.949522022692754	202.03971119133575	1376.5567765567764	99.5725225686732	25.88470908967429	
1.581529877738037E12	1.0	4.949522022692754	202.03971119133575	1388.278388278388	99.56982751371112	25.88470908967429	
1.5815298777575684E12	1.0	4.944416791106685	202.24832214765104	1394.139194139194	99.5725225686732	25.88470908967429	
1.5815298777770996E12	1.0	4.913785401590279	203.50909090909093	1399.2673992673992	99.56443741129229	25.88470908967429	
