1099795282,0,6917,false,0
1099795385,0,7020,false,0
1099795488,0,7127,false,0
1099795592,0,7231,false,0
1099795697,0,7334,false,0
1099795804,0,7431,false,0
1099795909,0,7541,false,0
1099796012,0,7648,false,0
1099796116,0,7748,false,0
1099796221,0,7856,false,0
1099796325,0,7964,false,0
1099796428,0,8061,false,0
1099796531,0,8170,false,0
1099796635,0,8265,false,0
1099796738,0,8373,false,0
1099796844,0,8470,false,0
1099796949,0,8583,false,0
1099797052,0,8674,false,0
1099797160,0,8780,false,0
1099797263,0,8898,false,0
1099797367,0,9007,true,0
1099797472,0,9107,true,0
1099797575,0,9198,true,0
1099797680,0,9314,false,0
1099797783,0,9419,false,0
1099797886,0,9492,false,0
1099797989,0,9624,false,0
1099798097,0,9730,false,0
1099798201,0,9835,false,0
1099798303,0,9939,false,0
1099798406,0,10047,false,0
1099798511,0,10147,false,0
1099798620,0,10255,false,0
1099798723,0,10363,false,0
1099798826,0,10467,false,0
1099798932,0,10563,false,0
1099799036,0,10671,false,0
1099799139,0,10771,false,0
1099799243,0,10883,false,0
1099799347,0,10981,false,0
1099799452,0,11081,false,0
1099799555,0,11188,false,0
1099799659,0,11296,false,0
1099799763,0,11397,false,0
1099799866,0,11497,false,0
1099799971,0,11609,false,0
1099800074,0,11711,false,0
1099800178,0,11800,true,0
1099800282,0,11917,true,0
1099800385,0,12023,true,0
1099800488,0,12123,true,0
1099800591,0,12226,true,0
1099800694,0,12328,true,0
1099800798,0,12434,true,0
1099800901,0,12533,true,0
1099801006,0,12638,true,0
1099801112,0,12740,true,0
1099801215,0,12848,true,0
1099801325,0,12958,true,0
1099801429,0,13059,true,0
1099801532,0,13162,true,0
1099801636,0,13270,true,0
1099801739,0,13353,true,0
1099801845,0,13471,true,0
1099801949,0,13577,true,0
1099802052,0,13692,true,0
1099802156,0,13782,true,0
1099802261,0,13859,true,0
1099802366,0,13994,true,0
1099802469,0,14073,true,0
1099802572,0,14205,true,0
1099802676,0,14312,true,0
1099802779,0,14414,true,0
1099802882,0,14518,true,0
1099802987,0,14624,true,0
1099803092,0,14731,true,0
1099803197,0,14835,true,0
1099803300,0,14907,true,0
1099803403,0,15041,true,0
1099803506,0,15140,true,0
1099803609,0,15244,true,0
1099803715,0,15346,true,0
1099803817,0,15453,true,0
1099803920,0,15558,true,0
1099804023,0,15660,true,0
1099804129,0,15766,true,0
1099804232,0,15872,true,0
1099804335,0,15976,true,0
1099804438,0,16068,true,0
1099804541,0,16177,true,0
1099804645,0,16285,true,0
1099804748,0,16381,true,0
1099804854,0,16483,true,0
1099804958,0,16589,true,0
1099805061,0,16702,true,0
