1447110806,0,1
1447110909,0,1
1447111011,0,1
1447111114,0,1
1447111216,0,1
1447111317,0,1
1447111419,0,1
1447111522,0,1
1447111625,0,1
1447111727,32,1
1447111829,118,1
1447111931,200,1
1447112033,299,1
1447112135,336,1
1447112238,437,1
1447112341,549,1
1447112445,650,1
1447112548,753,1
1447112651,855,1
1447112753,955,1
1447112855,1057,1
1447112957,1158,1
1447113059,1260,1
1447113161,1364,1
1447113264,1465,1
1447113369,1576,1
1447113473,1678,1
1447113575,1779,1
1447113677,1882,1
1447113781,1985,1
1447113886,2088,1
1447113989,2197,1
1447114091,2300,1
1447114193,2393,1
1447114296,2495,1
1447114398,2597,1
1447114499,2699,1
1447114601,2800,1
1447114703,2911,1
1447114807,3013,1
1447114909,3116,1
1447115011,3211,1
1447115113,3314,1
1447115215,3417,1
1447115317,3519,1
1447115421,3620,1
1447115523,3725,1
1447115625,3827,1
1447115727,3928,1
1447115830,4038,1
1447115932,4139,1
1447116034,4241,1
1447116137,4345,1
1447116239,4439,1
1447116342,4541,1
1447116444,4652,1
1447116546,4746,1
1447116648,4848,1
1447116750,4949,1
1447116852,5053,1
1447116954,5154,1
1447117056,5259,1
1447117158,5365,1
1447117262,5467,1
1447117364,5570,1
1447117466,5673,1
1447117568,5774,1
1447117671,5878,1
1447117773,5979,1
1447117876,6080,1
1447117977,6183,1
1447118079,6284,1
1447118181,6388,1
1447118283,6489,1
1447118385,6593,1
1447118487,6696,1
1447118589,6797,1
1447118691,6899,1
1447118793,7000,1
1447118895,7103,1
1447118997,7205,1
1447119099,7307,1
1447119200,7399,1
1447119302,7501,1
1447119404,7603,1
1447119506,7705,1
1447119607,7807,1
1447119709,7917,1
1447119811,8019,1
1447119913,8118,1
1447120015,8219,1
1447120117,8322,1
1447120221,8424,1
1447120323,8526,1
1447120425,8628,1
1447120528,8730,1
1447120630,8833,1
1447120732,8936,1
1447120834,9042,1
1447120936,9135,1
1447121038,9246,1
1447121140,9348,1
1447121242,9442,1
1447121343,9543,1
1447121447,9645,1
1447121550,9756,1
1447121652,9858,1
1447121754,9952,1
1447121856,10065,1
1447121958,10159,1
1447122060,10261,1
1447122162,10363,1
1447122264,10464,1
1447122366,10574,1
1447122469,10675,1
1447122571,10777,1
1447122673,10879,1
1447122775,10984,1
1447122877,11077,1
1447122979,11180,1
1447123081,11283,1
1447123182,11386,1
1447123284,11489,1
1447123387,11593,1
1447123490,11694,1
1447123592,11799,1
1447123695,11901,1
1447123797,12003,1
1447123899,12106,1
1447124001,12209,1
1447124103,12310,1
1447124205,12411,1
1447124307,12511,1
1447124408,12613,1
1447124513,12716,1
1447124615,12818,1
1447124717,12920,1
1447124818,13021,1
1447124920,13123,1
1447125022,13225,1
1447125124,13328,1
1447125226,13430,1
1447125328,13530,1
1447125430,13633,1
1447125532,13735,1
1447125634,13837,1
1447125736,13938,1
1447125838,14038,1
1447125939,14140,1
1447126041,14241,1
1447126143,14343,1
1447126245,14454,1
1447126348,14556,1
1447126449,14657,1
1447126553,14760,1
1447126655,14861,1
1447126756,14961,1
1447126857,15062,1
1447126958,15166,1
1447127059,15258,1
1447127160,15359,1
1447127261,15462,1
1447127362,15563,1
1447127464,15666,1
1447127565,15766,1
1447127666,15867,1
1447127767,15969,1
1447127868,16070,1
1447127969,16175,1
1447128070,16276,1
1447128171,16378,1
1447128273,16479,1
1447128374,16580,1
1447128476,16684,1
1447128579,16787,1
1447128680,16887,1
1447128781,16989,1
1447128882,17081,1
1447128983,17183,1
1447129084,17287,1
1447129185,17387,1
1447129286,17489,1
1447129387,17591,1
1447129489,17693,1
1447129590,17793,1
1447129691,17896,1
1447129793,17998,1
1447129894,18102,1
1447129995,18195,1
1447130096,18302,1
1447130197,18404,1
1447130297,18504,1
1447130398,18604,1
1447130500,18698,1
1447130601,18801,1
1447130702,18904,1
1447130803,19006,1
1447130904,19107,1
1447131005,19212,1
1447131108,19314,1
1447131211,19416,1
1447131312,19520,1
1447131413,19621,1
1447131514,19722,1
1447131615,19823,1
1447131716,19923,1
1447131818,20017,1
1447131919,20120,1
1447132020,20221,1
1447132121,20321,1
1447132222,20423,1
1447132323,20525,1
1447132425,20627,1
1447132526,20727,1
1447132627,20830,1
1447132727,20931,1
1447132828,21031,1
1447132929,21133,1
1447133030,21235,1
1447133132,21337,1
1447133234,21440,1
1447133335,21543,1
1447133437,21637,1
1447133538,21739,1
1447133639,21843,1
1447133739,21944,1
1447133840,22046,1
1447133942,22149,1
1447134043,22250,1
1447134144,22352,1
1447134245,22445,1
1447134346,22549,1
1447134447,22651,1
1447134548,22753,1
1447134650,22853,1
1447134751,22958,1
1447134852,23052,1
1447134953,23153,1
1447135054,23255,1
1447135155,23357,1
1447135256,23460,1
1447135357,23560,1
1447135458,23661,1
1447135559,23765,1
1447135660,23866,1
1447135761,23966,1
1447135862,24069,1
1447135963,24169,1
1447136064,24271,1
1447136165,24372,1
1447136266,24467,1
1447136367,24568,1
1447136468,24668,1
1447136569,24770,1
1447136670,24873,1
1447136771,24976,1
1447136872,25077,1
1447136973,25178,1
1447137074,25279,1
1447137175,25381,1
1447137276,25483,1
1447137377,25584,1
1447137478,25685,1
1447137579,25779,1
1447137680,25881,1
1447137781,25983,1
1447137882,26084,1
1447137983,26186,1
1447138084,26286,1
1447138185,26389,1
1447138286,26493,1
1447138387,26595,1
1447138488,26696,1
1447138589,26788,1
1447138690,26898,1
1447138791,26999,1
1447138892,27091,1
1447138993,27192,1
1447139094,27297,1
1447139195,27400,1
1447139296,27500,1
1447139397,27602,1
1447139498,27704,1
1447139599,27807,1
1447139700,27900,1
1447139801,28004,1
1447139902,28105,1
1447140003,28207,1
1447140104,28307,1
1447140205,28409,1
1447140306,28510,1
1447140407,28613,1
1447140508,28714,1
1447140609,28814,1
1447140710,28916,1
1447140812,29018,1
1447140912,29117,1
1447141013,29218,1
1447141114,29321,1
1447141216,29423,1
1447141317,29524,1
1447141418,29626,1
1447141520,29719,1
1447141621,29824,1
1447141722,29926,1
1447141824,30029,1
1447141924,30131,1
1447142026,30233,1
1447142127,30326,1
1447142228,30436,1
1447142328,30528,1
1447142429,30631,1
1447142530,30733,1
1447142631,30834,1
1447142732,30937,1
1447142833,31039,1
1447142935,31140,1
1447143036,31244,1
1447143136,31336,1
1447143237,31439,1
1447143338,31541,1
1447143439,31644,1
1447143540,31746,1
1447143641,31849,1
1447143742,31951,1
1447143843,32044,1
1447143944,32148,1
1447144048,32253,1
1447144149,32356,1
1447144250,32457,1
1447144351,32558,1
1447144452,32650,1
1447144553,32753,1
1447144654,32855,1
1447144754,32957,1
1447144855,33059,1
1447144957,33160,1
1447145058,33265,1
1447145158,33360,1
1447145259,33462,1
1447145360,33565,1
1447145461,33660,1
1447145562,33760,1
1447145662,33864,1
1447145763,33967,1
1447145865,34070,1
1447145966,34171,1
1447146067,34271,1
1447146168,34371,1
1447146269,34471,1
1447146370,34573,1
1447146471,34675,1
1447146572,34775,1
1447146673,34878,1
1447146774,34979,1
1447146875,35080,1
1447146976,35180,1
1447147078,35281,1
1447147179,35387,1
1447147280,35488,1
1447147381,35580,1
1447147481,35683,1
1447147582,35784,1
1447147683,35885,1
1447147784,35986,1
1447147885,36089,1
1447147986,36191,1
1447148087,36292,1
1447148188,36394,1
1447148289,36498,1
1447148390,36591,1
1447148491,36691,1
1447148592,36793,1
1447148693,36893,1
1447148793,36994,1
1447148894,37097,1
1447148995,37198,1
1447149096,37299,1
1447149197,37401,1
1447149298,37502,1
1447149399,37606,1
1447149500,37708,1
1447149600,37802,1
1447149701,37905,1
1447149802,38007,1
1447149903,38110,1
1447150004,38210,1
1447150105,38311,1
1447150206,38414,1
1447150307,38515,1
1447150408,38610,1
1447150509,38714,1
1447150609,38816,1
1447150710,38918,1
1447150811,39012,1
1447150912,39114,1
1447151013,39216,1
1447151114,39319,1
1447151215,39420,1
1447151316,39524,1
1447151417,39625,1
1447151518,39726,1
1447151619,39827,1
1447151720,39927,1
1447151821,40029,1
1447151921,40121,1
1447152022,40223,1
1447152123,40326,1
1447152224,40428,1
1447152325,40528,1
1447152426,40631,1
1447152527,40733,1
1447152628,40833,1
1447152729,40935,1
1447152831,41036,1
1447152932,41139,1
1447153033,41240,1
1447153134,41342,1
1447153235,41436,1
1447153336,41536,1
1447153437,41637,1
1447153538,41739,1
1447153639,41839,1
1447153740,41949,1
1447153841,42050,1
1447153942,42143,1
1447154043,42244,1
1447154143,42344,1
1447154244,42447,1
1447154345,42549,1
1447154446,42650,1
1447154548,42750,1
1447154649,42851,1
1447154749,42954,1
1447154850,43049,1
1447154951,43160,1
1447155052,43251,1
1447155153,43354,1
1447155254,43455,1
1447155354,43559,1
