1446990209,0,1
1446990312,0,1
1446990414,0,1
1446990517,0,1
1446990620,0,1
1446990722,0,1
1446990825,0,1
1446990927,81,1
1446991029,184,1
1446991131,285,1
1446991233,387,1
1446991335,490,1
1446991437,594,1
1446991540,697,1
1446991642,799,1
1446991745,900,1
1446991848,1003,1
1446991950,1105,1
1446992053,1207,1
1446992155,1308,1
1446992257,1410,1
1446992361,1515,1
1446992464,1621,1
1446992566,1721,1
1446992668,1823,1
1446992771,1926,1
1446992872,2027,1
1446992974,2129,1
1446993076,2232,1
1446993178,2333,1
1446993280,2435,1
1446993382,2537,1
1446993486,2637,1
1446993588,2743,1
1446993690,2844,1
1446993793,2945,1
1446993896,3048,1
1446993998,3148,1
1446994100,3250,1
1446994203,3352,1
1446994305,3454,1
1446994407,3557,1
1446994510,3660,1
1446994613,3765,1
1446994715,3870,1
1446994819,3971,1
1446994921,4074,1
1446995023,4176,1
1446995125,4278,1
1446995227,4382,1
1446995331,4482,1
1446995433,4585,1
1446995535,4687,1
1446995637,4791,1
1446995739,4891,1
1446995841,4996,1
1446995943,5101,1
1446996046,5201,1
1446996147,5303,1
1446996250,5405,1
1446996353,5505,1
1446996455,5607,1
1446996557,5712,1
1446996659,5816,1
1446996761,5920,1
1446996864,6021,1
1446996966,6114,1
1446997068,6217,1
1446997170,6321,1
1446997272,6425,1
1446997374,6526,1
1446997475,6629,1
1446997577,6730,1
1446997679,6837,1
1446997781,6930,1
1446997884,7043,1
1446997986,7135,1
1446998088,7247,1
1446998191,7339,1
1446998294,7451,1
1446998396,7554,1
1446998498,7657,1
1446998601,7757,1
1446998702,7858,1
1446998804,7958,1
1446998906,8059,1
1446999008,8159,1
1446999109,8262,1
1446999211,8363,1
1446999313,8467,1
1446999415,8567,1
1446999517,8669,1
1446999619,8771,1
1446999721,8873,1
1446999823,8975,1
1446999925,9076,1
1447000027,9178,1
1447000129,9278,1
1447000231,9389,1
1447000334,9489,1
1447000436,9591,1
1447000537,9691,1
1447000639,9796,1
1447000746,9877,1
1447000847,9997,1
1447000949,10107,1
1447001051,10209,1
1447001152,10301,1
1447001255,10407,1
1447001357,10506,1
1447001459,10614,1
1447001561,10718,1
1447001662,10809,1
1447001764,10913,1
1447001866,11017,1
1447001967,11121,1
1447002071,11225,1
1447002175,11333,1
1447002281,11437,1
